index,title,authors,abstract,summary,source,venue_type,journal,publication_status,publication_date,doi,categories,score,matched_keywords,source_hits,matched_researchers,matched_groups,tracking_confidence,tracking_match_type,author_ids,institution_ids,cited_by_count,article_url,pdf_url,open_access_status,local_pdf,pdf_download_status
1,Simultaneous Heisenberg-Limited Multiparameter Metrology via Indefinite Evolution,Hang Xu; Tailong Xiao; Ze Zheng; Xiaoyang Deng; Jinfeng Zheng; Jingzheng Huang; Guihua Zeng,"Quantum metrology achieves Heisenberg-limited precision in single-parameter estimation, but its multiparameter extension is fundamentally constrained by both parameter-encoding and measurement incompatibility. Noncommuting signal generators may cause incompatible parameter-encoding, preventing the quantum Fisher information matrix from simultaneously achieving the Heisenberg scale for all parameters. Due to incompatible optimal measurements, the classical Fisher information matrix represents the practical attainable precision. Here, we introduce a multiparameter metrology framework based on indefinite evolution (IE), in which different control operations and signal reversal are placed in a coherent superposition. For a single-qubit probe with mutually orthogonal signal generators, IE enables compatible parameter encoding and optimal measurement without the signal reversal. For parallel generators, where only signal reversal realized by its generator is available, IE can achieve the same performance. We further extend this mechanism to noisy, many-body, and high-dimensional probes, and establish general conditions for achieving the simultaneous Heisenberg-limit. In contrast, definite evolution cannot achieve the same performance under compatible optimal measurements, even when signal reversal is available. Our results identify IE as an operational resource for overcoming multiparameter incompatibility and open a route toward attainable Heisenberg-limited sensing in interferometric platforms.","Quantum metrology achieves Heisenberg-limited precision in single-parameter estimation, but its multiparameter extension is fundamentally constrained by both parameter-encoding and measurement incompatibility. Noncommuting signal generators may cause incompatible parameter-encoding, preventing the quantum Fisher information matrix from simultaneously achieving the Heisenberg scale for all parameters. Due to incompatible optimal measurements, the classical Fisher information matrix represents the practical attainable precision. Here, we introduce a multiparameter metrology framework based on indefinite evolution (IE), in which different control operations and signal reversal are placed in a coherent superposition. For a single-qubit probe with mutually orthogonal signal generators, IE enables compatible parameter encoding and optimal measurement without the signal reversal. For parallel generators, where only signal reversal realized by its generator is available, IE can achieve the same performance. We further extend this mechanism to noisy, many-body, and high-dimensional probes, and establish general conditions for achieving the simultaneous Heisenberg-limit. In contrast, definite evolution cannot achieve the same performance under compatible optimal measurements, even when signal reversal is available. Our results identify IE as an operational resource for overcoming multiparameter incompatibility and open a route toward attainable Heisenberg-limited sensing in interferometric platforms.",arxiv,preprint,,preprint,2026-08-11,,quant-ph,,,arxiv,Hang Xu,,medium,author_alias,,,,http://arxiv.org/abs/2608.10490v1,https://arxiv.org/pdf/2608.10490v1,open,pdf/2026-08-12_01_Simultaneous Heisenberg-Limited Multiparameter Metrology via Indefinite Evolution.pdf,downloaded
2,4D-WAM: 4D Consistent World Modeling for Autonomous Driving,Jiacheng Fu; Yibo Yuan; Meng Tian; Yue Li; Jiangtong Zhu; Jianhua Han; Yueyi Zhang; Jianwu Fang; Jianru Xue; Hang Xu; Zhiwei Xiong,"Emerging World-Action Models (WAMs) have demonstrated promising performance in autonomous driving by jointly modeling future driving scene evolution and trajectory planning. However, existing WAMs are typically trained with video data, which is only 2D projections of the underlying 4D driving scene. Consequently, WAMs fail to understand and capture the structure of 4D scenes and thus generate visually plausible yet 4D inconsistent future predictions that mislead downstream planning. To alleviate this issue, we present 4D-WAM, a model that leverages geometric foundation models for training-time supervision to enable 4D consistent world modeling. Specifically, we feed WAM-predicted future frames into a geometric foundation model, and use 4D-aware responses to define a 4D consistency loss. This loss encourages the model to understand, represent, and predict physically consistent 4D scenes during training, without additional inference cost. Moreover, we identify an early-decision phenomenon in WAMs and propose a decision-oriented timestep sampling strategy that emphasizes supervision at early, high-noise stages, where driving decisions are primarily formed. By propagating 4D supervision to this critical decision-formation phase, the proposed strategy further improves trajectory planning. Extensive experiments demonstrate that 4D-WAM effectively models 4D consistent scene evolution and achieves state-of-the-art performance on challenging NAVSIM-v1 and NAVSIM-v2 benchmarks.","Emerging World-Action Models (WAMs) have demonstrated promising performance in autonomous driving by jointly modeling future driving scene evolution and trajectory planning. However, existing WAMs are typically trained with video data, which is only 2D projections of the underlying 4D driving scene. Consequently, WAMs fail to understand and capture the structure of 4D scenes and thus generate visually plausible yet 4D inconsistent future predictions that mislead downstream planning. To alleviate this issue, we present 4D-WAM, a model that leverages geometric foundation models for training-time supervision to enable 4D consistent world modeling. Specifically, we feed WAM-predicted future frames into a geometric foundation model, and use 4D-aware responses to define a 4D consistency loss. This loss encourages the model to understand, represent, and predict physically consistent 4D scenes during training, without additional inference cost. Moreover, we identify an early-decision phenomenon in WAMs and propose a decision-oriented timestep sampling strategy that emphasizes supervision at early, high-noise stages, where driving decisions are primarily formed. By propagating 4D supervision to this critical decision-formation phase, the proposed strategy further improves trajectory planning. Extensive experiments demonstrate that 4D-WAM effectively models 4D consistent scene evolution and achieves state-of-the-art performance on challenging NAVSIM-v1 and NAVSIM-v2 benchmarks.",arxiv,preprint,,preprint,2026-08-10,,cs.CV,,foundation model,arxiv,Hang Xu,,medium,author_alias,,,,http://arxiv.org/abs/2608.10107v1,https://arxiv.org/pdf/2608.10107v1,open,pdf/2026-08-12_02_4D-WAM_ 4D Consistent World Modeling for Autonomous Driving.pdf,downloaded
